quick, 100, 617, 320, 0.000006
insert, 100, 4950, 0, 0.000014
merge, 100, 320, 672, 0.000105
quick, 100, 588, 406, 0.000005
insert, 100, 4950, 0, 0.000012
merge, 100, 320, 672, 0.000029
quick, 100, 702, 424, 0.000005
insert, 100, 4950, 0, 0.000012
merge, 100, 319, 672, 0.000018
quick, 100, 879, 389, 0.000006
insert, 100, 4950, 0, 0.000013
merge, 100, 316, 672, 0.000015
quick, 100, 601, 358, 0.000005
insert, 100, 4950, 0, 0.000012
merge, 100, 319, 672, 0.000019
quick, 100, 677, 433, 0.000005
insert, 100, 4950, 0, 0.000012
merge, 100, 318, 672, 0.000018
quick, 100, 583, 333, 0.000005
insert, 100, 4950, 0, 0.000012
merge, 100, 318, 672, 0.000064
quick, 100, 640, 406, 0.000005
insert, 100, 4950, 0, 0.000012
merge, 100, 318, 672, 0.000015
quick, 100, 675, 414, 0.000005
insert, 100, 4950, 0, 0.000013
merge, 100, 318, 672, 0.000019
quick, 100, 701, 422, 0.000005
insert, 100, 4950, 0, 0.000012
merge, 100, 318, 672, 0.000017
quick, 200, 1668, 1124, 0.000012
insert, 200, 19900, 0, 0.000051
merge, 200, 741, 1544, 0.000047
quick, 200, 1535, 982, 0.000011
insert, 200, 19900, 0, 0.000051
merge, 200, 739, 1544, 0.000046
quick, 200, 1463, 844, 0.000011
insert, 200, 19900, 0, 0.000052
merge, 200, 746, 1544, 0.000046
quick, 200, 1895, 1315, 0.000012
insert, 200, 19900, 0, 0.000048
merge, 200, 740, 1544, 0.000091
quick, 200, 1641, 977, 0.000016
insert, 200, 19900, 0, 0.000051
merge, 200, 743, 1544, 0.000050
quick, 200, 1528, 947, 0.000012
insert, 200, 19900, 0, 0.000054
merge, 200, 745, 1544, 0.000044
quick, 200, 1466, 703, 0.000011
insert, 200, 19900, 0, 0.000052
merge, 200, 738, 1544, 0.000047
quick, 200, 1592, 913, 0.000012
insert, 200, 19900, 0, 0.000050
merge, 200, 737, 1544, 0.000047
quick, 200, 1537, 864, 0.000011
insert, 200, 19900, 0, 0.000050
merge, 200, 739, 1544, 0.000046
quick, 200, 1802, 1084, 0.000012
insert, 200, 19900, 0, 0.000053
merge, 200, 739, 1544, 0.000057
