quick, 100, 633, 355, 0.000014
dual, 100, 1603, 152, 0.000004
quick, 200, 1574, 856, 0.000009
dual, 200, 6507, 342, 0.000035
quick, 300, 2616, 1472, 0.000024
dual, 300, 8504, 762, 0.000020
quick, 400, 3710, 2232, 0.000028
dual, 400, 9783, 1198, 0.000023
quick, 500, 4739, 2690, 0.000025
dual, 500, 12993, 1615, 0.000028
quick, 600, 5858, 3339, 0.000040
dual, 600, 9808, 2129, 0.000029
quick, 700, 6612, 3550, 0.000048
dual, 700, 34217, 2251, 0.000087
quick, 800, 7719, 4146, 0.000057
dual, 800, 31926, 2793, 0.000085
quick, 900, 8746, 5252, 0.000066
dual, 900, 13605, 3509, 0.000045
quick, 1000, 10638, 6039, 0.000115
dual, 1000, 19111, 3908, 0.000109
quick, 1100, 11888, 6743, 0.000085
dual, 1100, 27527, 4334, 0.000087
quick, 1200, 13256, 8180, 0.000099
dual, 1200, 33662, 4789, 0.000105
quick, 1300, 13870, 7762, 0.000112
dual, 1300, 34208, 5319, 0.000095
quick, 1400, 17003, 9568, 0.000109
dual, 1400, 20704, 5876, 0.000065
quick, 1500, 18058, 9758, 0.000083
dual, 1500, 61319, 6134, 0.000132
quick, 1600, 18441, 9878, 0.000095
dual, 1600, 41206, 6846, 0.000097
quick, 1700, 19564, 10180, 0.000095
dual, 1700, 14005, 7514, 0.000039
quick, 1800, 22867, 11857, 0.000103
dual, 1800, 55408, 7780, 0.000121
quick, 1900, 23219, 12400, 0.000106
dual, 1900, 42244, 8379, 0.000100
quick, 2000, 25451, 11654, 0.000112
dual, 2000, 26742, 8943, 0.000073
quick, 2100, 24045, 12925, 0.000127
dual, 2100, 38822, 9699, 0.000114
quick, 2200, 27404, 13778, 0.000122
dual, 2200, 40554, 9963, 0.000105
quick, 2300, 27179, 13972, 0.000151
dual, 2300, 40950, 11200, 0.000144
quick, 2400, 31119, 17720, 0.000135
dual, 2400, 66104, 11341, 0.000156
quick, 2500, 34799, 16711, 0.000159
dual, 2500, 63861, 11647, 0.000155
quick, 2600, 33234, 17970, 0.000164
dual, 2600, 47001, 12459, 0.000127
quick, 2700, 36325, 17803, 0.000192
dual, 2700, 29557, 13061, 0.000108
quick, 2800, 36174, 19417, 0.000159
dual, 2800, 77856, 13555, 0.000177
quick, 2900, 36478, 18253, 0.000182
dual, 2900, 40550, 14005, 0.000118
quick, 3000, 39178, 20681, 0.000192
dual, 3000, 33776, 15212, 0.000103
quick, 3100, 38527, 19632, 0.000226
dual, 3100, 41916, 16544, 0.000119
quick, 3200, 40064, 20687, 0.000181
dual, 3200, 54659, 15651, 0.000143
quick, 3300, 43545, 23167, 0.000234
dual, 3300, 93048, 16803, 0.000214
quick, 3400, 47413, 23319, 0.000208
dual, 3400, 48463, 16934, 0.000136
quick, 3500, 49321, 22941, 0.000221
dual, 3500, 53310, 17399, 0.000146
