quick, 100, 789, 528, 0.000006
dual, 100, 2500, 0, 0.000034
quick, 100, 632, 311, 0.000005
dual, 100, 2458, 27, 0.000009
quick, 100, 719, 487, 0.000005
dual, 100, 2486, 13, 0.000006
quick, 100, 561, 360, 0.000005
dual, 100, 2311, 62, 0.000006
quick, 100, 715, 373, 0.000005
dual, 100, 2500, 0, 0.000006
quick, 100, 696, 403, 0.000005
dual, 100, 927, 208, 0.000003
quick, 100, 733, 495, 0.000005
dual, 100, 1292, 182, 0.000004
quick, 100, 709, 309, 0.000005
dual, 100, 2044, 100, 0.000005
quick, 100, 755, 478, 0.000005
dual, 100, 1547, 159, 0.000004
quick, 100, 589, 407, 0.000004
dual, 100, 606, 235, 0.000002
quick, 200, 1469, 890, 0.000010
dual, 200, 2819, 514, 0.000009
quick, 200, 1568, 846, 0.000010
dual, 200, 1604, 567, 0.000005
quick, 200, 1452, 761, 0.000010
dual, 200, 6145, 358, 0.000017
quick, 200, 1660, 968, 0.000010
dual, 200, 2310, 536, 0.000006
quick, 200, 1594, 1092, 0.000010
dual, 200, 4092, 457, 0.000011
quick, 200, 1509, 801, 0.000010
dual, 200, 4248, 454, 0.000010
quick, 200, 1459, 799, 0.000010
dual, 200, 4400, 448, 0.000011
quick, 200, 1507, 931, 0.000010
dual, 200, 8986, 164, 0.000021
quick, 200, 1658, 992, 0.000010
dual, 200, 5509, 391, 0.000013
quick, 200, 1415, 877, 0.000010
dual, 200, 3474, 488, 0.000009
quick, 300, 2482, 1375, 0.000016
dual, 300, 1743, 961, 0.000007
quick, 300, 2427, 1328, 0.000016
dual, 300, 4768, 887, 0.000013
quick, 300, 2870, 1700, 0.000016
dual, 300, 2875, 938, 0.000008
quick, 300, 2537, 1307, 0.000015
dual, 300, 12788, 619, 0.000030
quick, 300, 2544, 1542, 0.000015
dual, 300, 8497, 765, 0.000021
quick, 300, 2915, 1584, 0.000016
dual, 300, 2882, 938, 0.000008
quick, 300, 2472, 1414, 0.000016
dual, 300, 8728, 755, 0.000021
quick, 300, 2372, 1260, 0.000016
dual, 300, 8037, 787, 0.000019
quick, 300, 2474, 1597, 0.000016
dual, 300, 8267, 774, 0.000020
quick, 300, 2882, 1665, 0.000015
dual, 300, 8273, 776, 0.000020
quick, 400, 3605, 1881, 0.000022
dual, 400, 2860, 1351, 0.000010
quick, 400, 3811, 2229, 0.000022
dual, 400, 11149, 1169, 0.000027
quick, 400, 4010, 2534, 0.000022
dual, 400, 5856, 1279, 0.000015
quick, 400, 3612, 2267, 0.000032
dual, 400, 15050, 1069, 0.000032
quick, 400, 3653, 2254, 0.000020
dual, 400, 8391, 1225, 0.000019
quick, 400, 4127, 2080, 0.000020
dual, 400, 13128, 1117, 0.000028
quick, 400, 3561, 2158, 0.000019
dual, 400, 4002, 1328, 0.000010
quick, 400, 3707, 2004, 0.000020
dual, 400, 9433, 1206, 0.000021
quick, 400, 3388, 1763, 0.000020
dual, 400, 11483, 1157, 0.000025
quick, 400, 3760, 2157, 0.000020
dual, 400, 7326, 1262, 0.000017
quick, 500, 4597, 2853, 0.000025
dual, 500, 18152, 1505, 0.000039
quick, 500, 4958, 2951, 0.000026
dual, 500, 10302, 1656, 0.000023
quick, 500, 4817, 2783, 0.000025
dual, 500, 8016, 1708, 0.000018
quick, 500, 4852, 2562, 0.000025
dual, 500, 5665, 1741, 0.000015
quick, 500, 4476, 2555, 0.000025
dual, 500, 7072, 1708, 0.000017
quick, 500, 4826, 2730, 0.000025
dual, 500, 8472, 1695, 0.000019
quick, 500, 4988, 2556, 0.000024
dual, 500, 7529, 1701, 0.000017
quick, 500, 4498, 2860, 0.000024
dual, 500, 16886, 1533, 0.000057
quick, 500, 4978, 2683, 0.000034
dual, 500, 12103, 1620, 0.000034
quick, 500, 4565, 2271, 0.000025
dual, 500, 6613, 1731, 0.000016
quick, 600, 6050, 3342, 0.000031
dual, 600, 24323, 1910, 0.000052
quick, 600, 5292, 2892, 0.000029
dual, 600, 4083, 2235, 0.000011
quick, 600, 6157, 3538, 0.000030
dual, 600, 15364, 2055, 0.000033
quick, 600, 6245, 3975, 0.000030
dual, 600, 13704, 2060, 0.000030
quick, 600, 6461, 3469, 0.000031
dual, 600, 14798, 2048, 0.000032
quick, 600, 6963, 4673, 0.000032
dual, 600, 7540, 2178, 0.000018
quick, 600, 6292, 3054, 0.000030
dual, 600, 4660, 2196, 0.000013
quick, 600, 6033, 3108, 0.000029
dual, 600, 28826, 1821, 0.000059
quick, 600, 5950, 3294, 0.000030
dual, 600, 6387, 2174, 0.000016
quick, 600, 5465, 3158, 0.000030
dual, 600, 8680, 2156, 0.000020
quick, 700, 7472, 3974, 0.000036
dual, 700, 16199, 2491, 0.000035
quick, 700, 7201, 4350, 0.000035
dual, 700, 13618, 2541, 0.000031
quick, 700, 7484, 4003, 0.000036
dual, 700, 7602, 2619, 0.000019
quick, 700, 6630, 3873, 0.000035
dual, 700, 14930, 2528, 0.000032
quick, 700, 7013, 3512, 0.000036
dual, 700, 8263, 2590, 0.000021
quick, 700, 7070, 3705, 0.000036
dual, 700, 26988, 2365, 0.000055
quick, 700, 7655, 4402, 0.000036
dual, 700, 9597, 2572, 0.000023
quick, 700, 7326, 3663, 0.000036
dual, 700, 6260, 2635, 0.000015
quick, 700, 7888, 3927, 0.000036
dual, 700, 9629, 2588, 0.000021
quick, 700, 6958, 3852, 0.000036
dual, 700, 22599, 2396, 0.000047
quick, 800, 8752, 4753, 0.000042
dual, 800, 8070, 3076, 0.000020
quick, 800, 7750, 3937, 0.000040
dual, 800, 19509, 2941, 0.000041
quick, 800, 8252, 4575, 0.000041
dual, 800, 21735, 2911, 0.000046
quick, 800, 8708, 4215, 0.000041
dual, 800, 29777, 2810, 0.000061
quick, 800, 8481, 4754, 0.000041
dual, 800, 15747, 2983, 0.000034
quick, 800, 8780, 5686, 0.000042
dual, 800, 22473, 2886, 0.000047
quick, 800, 7928, 4009, 0.000041
dual, 800, 14230, 3006, 0.000035
quick, 800, 8785, 4350, 0.000043
dual, 800, 21759, 2933, 0.000048
quick, 800, 8235, 4976, 0.000042
dual, 800, 17258, 2957, 0.000037
quick, 800, 8340, 4938, 0.000042
dual, 800, 19524, 2952, 0.000041
quick, 900, 8930, 5471, 0.000048
dual, 900, 23001, 3390, 0.000050
quick, 900, 9651, 5161, 0.000048
dual, 900, 35455, 3261, 0.000073
quick, 900, 10104, 5787, 0.000047
dual, 900, 15318, 3462, 0.000035
quick, 900, 9940, 5166, 0.000047
dual, 900, 17903, 3436, 0.000039
quick, 900, 9966, 5642, 0.000047
dual, 900, 11854, 3509, 0.000028
quick, 900, 9711, 4921, 0.000048
dual, 900, 10972, 3513, 0.000026
quick, 900, 9510, 4618, 0.000047
dual, 900, 10115, 3545, 0.000024
quick, 900, 10112, 4894, 0.000064
